run_id,row,label,p_featured,agreement,prob,correct,deletion_auc,insertion_auc,background_reliance,background_excess,footprint_fraction
mobilenetv3_soft_d4_s224_full_bce_nfull_seed0,225938,1,0.545360803604126,0.09072161465883255,0.4871506690979004,0,1.0398380756378174,0.9364326000213623,0.718027812616427,0.02861454731030455,0.31058673469387754
mobilenetv3_soft_d4_s224_full_bce_nfull_seed0,41547,1,0.5208333134651184,0.041666656732559204,0.40463313460350037,0,0.9392725825309753,0.8081347346305847,0.8394139093918964,-0.009418201577491292,0.15116788903061223
mobilenetv3_soft_d4_s224_full_bce_nfull_seed0,52761,0,0.45500001311302185,0.09000000357627869,0.3559061586856842,1,1.1302006244659424,1.1536736488342285,0.7285985133849994,0.071491529966632,0.3428930165816326
mobilenetv3_soft_d4_s224_full_bce_nfull_seed0,122091,0,0.46681174635887146,0.06637651473283768,0.23294851183891296,1,0.8077704906463623,0.7944352030754089,0.8142042816994655,0.06844933909742457,0.25424505739795916
mobilenetv3_soft_d4_s224_full_bce_nfull_seed0,80469,0,0.4736841917037964,0.05263159051537514,0.4061802327632904,1,1.0584731101989746,0.9998722076416016,0.6678823299709787,0.03311670497097874,0.365234375
mobilenetv3_soft_d4_s224_full_bce_nfull_seed0,172684,0,0.4359999895095825,0.12800002098083496,0.5058407187461853,0,0.8230205774307251,0.8798745274543762,0.619744018527505,0.013418285109137673,0.3936742665816326
mobilenetv3_soft_d4_s224_full_bce_nfull_seed0,140552,0,0.4189999997615814,0.16199997067451477,0.34049949049949646,1,1.1036046743392944,1.213945746421814,0.856693017391169,0.300311480401373,0.4436184630102041
mobilenetv3_soft_d4_s224_full_bce_nfull_seed0,52768,0,0.4440000057220459,0.1119999885559082,0.4418777823448181,1,1.066597580909729,1.0133299827575684,0.6968578465862596,0.017788171841361722,0.32093032525510207
mobilenetv3_soft_d4_s224_full_bce_nfull_seed0,203419,0,0.4410000145435333,0.11800000071525574,0.4154275059700012,1,0.9330752491950989,1.2082217931747437,0.8324777984400037,0.15986539410326894,0.3273875956632653
mobilenetv3_soft_d4_s224_full_bce_nfull_seed0,140238,0,0.4475138187408447,0.10497237741947174,0.2854042947292328,1,1.0495641231536865,0.9709380269050598,0.40929428970137083,-0.07904674983944548,0.5116589604591837
mobilenetv3_soft_d4_s224_full_bce_nfull_seed0,132494,1,0.5224660634994507,0.04493209347128868,0.5103479623794556,1,0.9228284955024719,0.8839184641838074,0.6626768781564211,-0.029745794037456474,0.30757732780612246
mobilenetv3_soft_d4_s224_full_bce_nfull_seed0,230219,0,0.40471312403678894,0.19057373702526093,0.3167625665664673,1,0.890621542930603,0.7410250306129456,0.6961872074654971,-0.11914283079980903,0.18466996173469388
mobilenetv3_soft_d4_s224_full_bce_nfull_seed0,194902,1,0.5740000009536743,0.14800000190734863,0.666074275970459,1,0.7184053659439087,0.8682205677032471,0.6501324728330257,-0.12304593915677031,0.22682158801020408
mobilenetv3_soft_d4_s224_full_bce_nfull_seed0,171718,1,0.5899053812026978,0.17981073260307312,0.5784006118774414,1,0.8097655177116394,0.9852545857429504,0.5248159813673999,-0.21683341276525314,0.2583506058673469
mobilenetv3_soft_d4_s224_full_bce_nfull_seed0,85587,0,0.44456177949905396,0.11087647080421448,0.4800017178058624,1,1.0415247678756714,1.2189433574676514,0.5268846742651935,-0.0013160591531738985,0.4717992665816326
mobilenetv3_soft_d4_s224_full_bce_nfull_seed0,159383,1,0.523857831954956,0.047715697437524796,0.6326471567153931,1,0.6716252565383911,0.8664179444313049,0.33886756991562,-0.1518451214109106,0.5092873086734694
mobilenetv3_soft_d4_s224_full_bce_nfull_seed0,183242,0,0.41200000047683716,0.17599999904632568,0.4567485451698303,1,0.8986201286315918,0.8951572179794312,0.6663913498629042,-0.027964517484034612,0.30564413265306123
mobilenetv3_soft_d4_s224_full_bce_nfull_seed0,162015,1,0.5669999718666077,0.13399997353553772,0.55543053150177,1,0.8168543577194214,0.9638530015945435,0.5995483561648677,-0.06676621653921389,0.3336854272959184
mobilenetv3_soft_d4_s224_full_bce_nfull_seed0,227538,1,0.5368852615356445,0.07377049326896667,0.7971682548522949,1,0.6349248290061951,0.8159337043762207,0.435056674749489,-0.3671794540770416,0.19776387117346939
mobilenetv3_soft_d4_s224_full_bce_nfull_seed0,126108,0,0.47099998593330383,0.057999998331069946,0.6278493404388428,0,0.7574849128723145,0.7955694794654846,0.35787794206896745,-0.16723366507388976,0.47488839285714285
mobilenetv3_soft_d4_s224_full_bce_nfull_seed0,201797,0,0.44200000166893005,0.11600002646446228,0.3842866122722626,1,0.9730651378631592,1.130718469619751,0.8488166053680818,0.2328049663374695,0.38398836096938777
mobilenetv3_soft_d4_s224_full_bce_nfull_seed0,219285,0,0.48822927474975586,0.02354145608842373,0.37700721621513367,1,1.0343518257141113,0.9803786277770996,0.6561813726072885,-0.03652031744373185,0.3072983099489796
mobilenetv3_soft_d4_s224_full_bce_nfull_seed0,196582,1,0.545547604560852,0.09109517931938171,0.4928218126296997,0,0.9446884989738464,1.2560155391693115,0.68313772936002,-0.07421638416038812,0.24264588647959184
mobilenetv3_soft_d4_s224_full_bce_nfull_seed0,103834,1,0.5499463081359863,0.09989260882139206,0.5679991841316223,1,0.8520585298538208,0.857677161693573,0.7489143403560707,-0.0480005193378068,0.20308514030612246
mobilenetv3_soft_d4_s224_full_bce_nfull_seed0,60679,0,0.40534260869026184,0.18931476771831512,0.22836486995220184,1,1.0176340341567993,1.118309736251831,0.7270363372083649,0.17420231297367106,0.44716597576530615
mobilenetv3_soft_d4_s224_full_bce_nfull_seed0,153579,1,0.5334029197692871,0.06680582463741302,0.4631909132003784,0,1.2335056066513062,1.0330451726913452,0.6591231508905353,-0.021939508548240227,0.31893734056122447
mobilenetv3_soft_d4_s224_full_bce_nfull_seed0,179564,1,0.5120000243186951,0.02400001883506775,0.5620924234390259,1,1.0128430128097534,0.9195496439933777,0.5119020122657402,-0.06500726707099458,0.4230907206632653
