run_id,row,label,p_featured,agreement,prob,correct,deletion_auc,insertion_auc,background_reliance,background_excess,footprint_fraction
cnn_small_hard_d4_s128_full_bce_nfull_seed0,225938,1,0.545360803604126,0.09072161465883255,0.4457007050514221,0,0.755952000617981,1.392820954322815,0.9282991542619569,0.32966634176195686,0.4013671875
cnn_small_hard_d4_s128_full_bce_nfull_seed0,41547,1,0.5208333134651184,0.041666656732559204,0.21423570811748505,0,0.5988548994064331,0.4495939612388611,0.752534816343257,-0.05709653131299297,0.19036865234375
cnn_small_hard_d4_s128_full_bce_nfull_seed0,52761,0,0.45500001311302185,0.09000000357627869,0.18611320853233337,1,0.5102402567863464,0.7140296697616577,0.33268306249600516,-0.27302982812899484,0.394287109375
cnn_small_hard_d4_s128_full_bce_nfull_seed0,122091,0,0.46681174635887146,0.06637651473283768,0.03508608415722847,1,0.29428088665008545,0.6267650127410889,0.708123066348333,0.009819843692082997,0.30169677734375
cnn_small_hard_d4_s128_full_bce_nfull_seed0,80469,0,0.4736841917037964,0.05263159051537514,0.12382136285305023,1,0.8410395383834839,0.5557252764701843,0.5600109134503608,-0.007860180299639197,0.43212890625
cnn_small_hard_d4_s128_full_bce_nfull_seed0,172684,0,0.4359999895095825,0.12800002098083496,0.5910145044326782,0,0.9478023052215576,1.2530232667922974,0.6409191200869467,0.08543816305569674,0.44451904296875
cnn_small_hard_d4_s128_full_bce_nfull_seed0,140552,0,0.4189999997615814,0.16199997067451477,0.04279641434550285,1,0.3024509847164154,0.9740095734596252,0.3880284409559883,-0.10397595357526168,0.50799560546875
cnn_small_hard_d4_s128_full_bce_nfull_seed0,52768,0,0.4440000057220459,0.1119999885559082,0.07502494007349014,1,0.4311007559299469,0.8262850642204285,0.7641343720362616,0.12601181344251156,0.36187744140625
cnn_small_hard_d4_s128_full_bce_nfull_seed0,203419,0,0.4410000145435333,0.11800000071525574,0.213774174451828,1,0.746532142162323,0.9910840392112732,0.6958752950004684,0.06941045125046841,0.37353515625
cnn_small_hard_d4_s128_full_bce_nfull_seed0,140238,0,0.4475138187408447,0.10497237741947174,0.005410901270806789,1,0.35839763283729553,0.9814594984054565,0.4552056683266212,-0.009454976204628818,0.53533935546875
cnn_small_hard_d4_s128_full_bce_nfull_seed0,132494,1,0.5224660634994507,0.04493209347128868,0.47039806842803955,0,0.8947033882141113,0.8133813142776489,0.9483886094991711,0.30745843371792114,0.35906982421875
cnn_small_hard_d4_s128_full_bce_nfull_seed0,230219,0,0.40471312403678894,0.19057373702526093,0.215306356549263,1,0.4961943030357361,0.3854233920574188,0.7406843169815828,-0.03952808536216723,0.21978759765625
cnn_small_hard_d4_s128_full_bce_nfull_seed0,194902,1,0.5740000009536743,0.14800000190734863,0.9730397462844849,1,0.49169668555259705,0.912286639213562,0.6509185843215871,-0.07674254849091289,0.2723388671875
cnn_small_hard_d4_s128_full_bce_nfull_seed0,171718,1,0.5899053812026978,0.17981073260307312,0.8251737952232361,1,0.7417006492614746,0.7864843010902405,0.882344766275122,0.18800882877512204,0.3056640625
cnn_small_hard_d4_s128_full_bce_nfull_seed0,85587,0,0.44456177949905396,0.11087647080421448,0.08411809056997299,1,0.9430989623069763,0.43800321221351624,0.39622842559799787,-0.05952108612075213,0.54425048828125
cnn_small_hard_d4_s128_full_bce_nfull_seed0,159383,1,0.523857831954956,0.047715697437524796,0.8923446536064148,1,0.54256272315979,0.5129363536834717,,,0.44866943359375
cnn_small_hard_d4_s128_full_bce_nfull_seed0,183242,0,0.41200000047683716,0.17599999904632568,0.8622176647186279,0,0.7449619174003601,0.8960827589035034,0.5922170450645896,-0.04041234946666039,0.36737060546875
cnn_small_hard_d4_s128_full_bce_nfull_seed0,162015,1,0.5669999718666077,0.13399997353553772,0.8840627670288086,1,0.5552448630332947,0.5956012010574341,0.5962611029229973,-0.014700811139502723,0.3890380859375
cnn_small_hard_d4_s128_full_bce_nfull_seed0,227538,1,0.5368852615356445,0.07377049326896667,0.9914507269859314,1,0.5912871956825256,0.554887056350708,0.0,-0.7646484375,0.2353515625
cnn_small_hard_d4_s128_full_bce_nfull_seed0,126108,0,0.47099998593330383,0.057999998331069946,0.7577529549598694,0,0.7814991474151611,1.0648289918899536,0.20238699139160324,-0.2610529500146468,0.53656005859375
cnn_small_hard_d4_s128_full_bce_nfull_seed0,201797,0,0.44200000166893005,0.11600002646446228,0.3564247190952301,1,1.1805232763290405,1.2140024900436401,1.0,0.51025390625,0.51025390625
cnn_small_hard_d4_s128_full_bce_nfull_seed0,219285,0,0.48822927474975586,0.02354145608842373,0.4311303198337555,1,0.6580094695091248,0.7184662818908691,0.5143467029123291,-0.1324428478689209,0.35321044921875
cnn_small_hard_d4_s128_full_bce_nfull_seed0,196582,1,0.545547604560852,0.09109517931938171,0.8588756322860718,1,0.7683415412902832,0.8363668322563171,0.9150919230234976,0.19451086833599762,0.2794189453125
cnn_small_hard_d4_s128_full_bce_nfull_seed0,103834,1,0.5499463081359863,0.09989260882139206,0.7996357679367065,1,0.8116713762283325,0.6784728169441223,0.5111414504476329,-0.16555532689611707,0.32330322265625
cnn_small_hard_d4_s128_full_bce_nfull_seed0,60679,0,0.40534260869026184,0.18931476771831512,0.191767618060112,1,0.3370632529258728,1.0939148664474487,0.3777377863320562,-0.20923731132419382,0.41302490234375
cnn_small_hard_d4_s128_full_bce_nfull_seed0,153579,1,0.5334029197692871,0.06680582463741302,0.9095974564552307,1,0.5543837547302246,0.42935651540756226,,,0.36944580078125
cnn_small_hard_d4_s128_full_bce_nfull_seed0,179564,1,0.5120000243186951,0.02400001883506775,0.901893675327301,1,0.3926638066768646,1.0040018558502197,0.3914750406341607,-0.22052447108458928,0.38800048828125
cnn_small_hard_d4_s128_full_bce_nfull_seed0,163624,1,0.5880535244941711,0.17610707879066467,0.2983962297439575,0,0.7635890245437622,0.3441697657108307,0.7217390111521493,-0.0056169458791006655,0.27264404296875
cnn_small_hard_d4_s128_full_bce_nfull_seed0,82778,0,0.45658835768699646,0.08682329952716827,0.03197477012872696,1,0.49581068754196167,0.9722527861595154,0.8445766987421033,0.16043363233585328,0.31585693359375
